document_id,parser,chunker,query_id,question_type,n_evidence,n_present_in_corpus,coverage,n_chunks
D3,normal,medium,D3-Q028,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q029,exact_fact,3,3,1.0,340
D3,normal,medium,D3-Q030,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q031,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q032,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q033,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q034,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q035,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q036,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q037,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q038,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q039,list_membership,5,5,1.0,340
D3,normal,medium,D3-Q040,negation,1,1,1.0,340
D3,normal,medium,D3-Q041,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q042,conditional_exception,3,3,1.0,340
D3,normal,medium,D3-Q043,list_membership,1,1,1.0,340
D3,normal,medium,D3-Q044,temporal,1,1,1.0,340
D3,normal,medium,D3-Q045,negation,1,1,1.0,340
D3,normal,medium,D3-Q046,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q047,numerical,1,1,1.0,340
D3,normal,medium,D3-Q048,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q049,numerical,1,1,1.0,340
D3,normal,medium,D3-Q050,procedural,1,1,1.0,340
D3,normal,medium,D3-Q051,temporal,1,1,1.0,340
D3,normal,medium,D3-Q052,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q053,procedural,2,2,1.0,340
D3,normal,medium,D3-Q054,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q055,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q056,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q057,exact_fact,2,2,1.0,340
D3,normal,medium,D3-Q058,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q059,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q060,negation,1,1,1.0,340
D3,normal,medium,D3-Q061,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q062,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q063,procedural,1,1,1.0,340
D3,normal,medium,D3-Q064,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q065,procedural,1,1,1.0,340
D3,normal,medium,D3-Q066,conditional_exception,1,0,0.0,340
D3,normal,medium,D3-Q067,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q068,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q069,negation,1,1,1.0,340
D3,normal,medium,D3-Q070,procedural,1,1,1.0,340
D3,normal,medium,D3-Q071,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q072,procedural,1,1,1.0,340
D3,normal,medium,D3-Q073,list_membership,3,3,1.0,340
D3,normal,medium,D3-Q074,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q075,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q076,list_membership,1,1,1.0,340
D3,normal,medium,D3-Q077,procedural,2,2,1.0,340
D3,normal,medium,D3-Q078,numerical,1,1,1.0,340
D3,normal,medium,D3-Q079,procedural,2,2,1.0,340
D3,normal,medium,D3-Q080,conditional_exception,9,9,1.0,340
D3,normal,medium,D3-Q081,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q082,negative_query,1,1,1.0,340
D3,normal,medium,D3-Q083,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q084,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q085,list_membership,7,7,1.0,340
D3,normal,medium,D3-Q086,negation,1,1,1.0,340
D3,normal,medium,D3-Q087,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q088,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q089,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q090,procedural,1,1,1.0,340
D3,normal,medium,D3-Q091,list_membership,6,6,1.0,340
D3,normal,medium,D3-Q092,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q093,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q094,procedural,1,1,1.0,340
D3,normal,medium,D3-Q095,negation,2,2,1.0,340
D3,normal,medium,D3-Q096,numerical,1,1,1.0,340
D3,normal,medium,D3-Q097,numerical,1,1,1.0,340
D3,normal,medium,D3-Q098,negation,1,1,1.0,340
D3,normal,medium,D3-Q099,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q100,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q101,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q102,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q103,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q104,temporal,1,1,1.0,340
D3,normal,medium,D3-Q105,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q106,numerical,1,1,1.0,340
D3,normal,medium,D3-Q107,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q108,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q109,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q110,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q111,procedural,1,1,1.0,340
D3,normal,medium,D3-Q112,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q113,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q114,negation,1,1,1.0,340
D3,normal,medium,D3-Q115,numerical,1,1,1.0,340
D3,normal,medium,D3-Q116,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q117,numerical,4,4,1.0,340
D3,normal,medium,D3-Q118,numerical,1,1,1.0,340
D3,normal,medium,D3-Q119,negation,1,1,1.0,340
D3,normal,medium,D3-Q120,numerical,1,1,1.0,340
D3,normal,medium,D3-Q121,numerical,1,1,1.0,340
D3,normal,medium,D3-Q122,numerical,1,1,1.0,340
D3,normal,medium,D3-Q123,numerical,1,1,1.0,340
D3,normal,medium,D3-Q124,numerical,1,1,1.0,340
D3,normal,medium,D3-Q125,numerical,1,1,1.0,340
D3,normal,medium,D3-Q126,numerical,1,1,1.0,340
D3,normal,medium,D3-Q127,numerical,1,1,1.0,340
D3,normal,medium,D3-Q128,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q129,numerical,1,1,1.0,340
D3,normal,medium,D3-Q130,numerical,1,1,1.0,340
D3,normal,medium,D3-Q131,procedural,1,1,1.0,340
D3,normal,medium,D3-Q132,conditional_exception,2,2,1.0,340
D3,normal,medium,D3-Q133,conditional_exception,2,2,1.0,340
D3,normal,medium,D3-Q134,negation,1,1,1.0,340
D3,normal,medium,D3-Q135,numerical,1,1,1.0,340
D3,normal,medium,D3-Q136,numerical,1,1,1.0,340
D3,normal,medium,D3-Q137,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q138,procedural,1,1,1.0,340
D3,normal,medium,D3-Q139,list_membership,4,4,1.0,340
D3,normal,medium,D3-Q140,negation,1,1,1.0,340
D3,normal,medium,D3-Q141,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q142,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q143,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q144,negation,2,2,1.0,340
D3,normal,medium,D3-Q145,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q146,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q147,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q148,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q149,temporal,1,1,1.0,340
D3,normal,medium,D3-Q150,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q151,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q152,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q153,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q154,list_membership,2,1,0.5,340
D3,normal,medium,D3-Q155,negation,1,1,1.0,340
D3,normal,medium,D3-Q156,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q157,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q158,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q159,procedural,1,1,1.0,340
D3,normal,medium,D3-Q160,temporal,1,1,1.0,340
D3,normal,medium,D3-Q161,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q162,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q163,list_membership,1,1,1.0,340
D3,normal,medium,D3-Q164,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q165,negation,3,3,1.0,340
D3,normal,medium,D3-Q166,list_membership,1,1,1.0,340
D3,normal,medium,D3-Q167,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q168,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q169,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q170,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q171,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q172,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q173,procedural,1,1,1.0,340
D3,normal,medium,D3-Q174,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q175,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q176,procedural,1,1,1.0,340
D3,normal,medium,D3-Q177,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q178,procedural,1,1,1.0,340
D3,normal,medium,D3-Q179,negation,1,1,1.0,340
D3,normal,medium,D3-Q180,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q181,numerical,1,1,1.0,340
D3,normal,medium,D3-Q182,temporal,1,1,1.0,340
D3,normal,medium,D3-Q183,list_membership,3,3,1.0,340
D3,normal,medium,D3-Q184,numerical,1,1,1.0,340
D3,normal,medium,D3-Q185,numerical,1,1,1.0,340
D3,normal,medium,D3-Q186,negation,1,1,1.0,340
D3,normal,medium,D3-Q187,procedural,1,1,1.0,340
D3,normal,medium,D3-Q188,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q189,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q190,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q191,list_membership,1,1,1.0,340
D3,normal,medium,D3-Q192,numerical,1,1,1.0,340
D3,normal,medium,D3-Q193,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q194,numerical,1,1,1.0,340
D3,normal,medium,D3-Q195,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q196,exact_fact,1,1,1.0,340
D3,normal,medium,D3-Q197,conditional_exception,1,1,1.0,340
D3,normal,medium,D3-Q198,numerical,1,1,1.0,340
D3,normal,medium,D3-Q199,numerical,1,1,1.0,340
D3,normal,medium,D3-Q200,negation,1,1,1.0,340
D3,normal,advanced,D3-Q001,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q002,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q003,negation,1,1,1.0,112
D3,normal,advanced,D3-Q004,conditional_exception,2,2,1.0,112
D3,normal,advanced,D3-Q005,negative_query,1,1,1.0,112
D3,normal,advanced,D3-Q006,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q007,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q008,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q009,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q010,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q011,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q012,list_membership,2,2,1.0,112
D3,normal,advanced,D3-Q013,exact_fact,3,3,1.0,112
D3,normal,advanced,D3-Q014,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q015,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q016,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q017,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q018,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q019,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q020,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q021,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q022,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q023,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q024,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q025,exact_fact,2,2,1.0,112
D3,normal,advanced,D3-Q026,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q027,exact_fact,3,3,1.0,112
D3,normal,advanced,D3-Q028,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q029,exact_fact,3,3,1.0,112
D3,normal,advanced,D3-Q030,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q031,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q032,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q033,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q034,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q035,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q036,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q037,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q038,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q039,list_membership,5,5,1.0,112
D3,normal,advanced,D3-Q040,negation,1,1,1.0,112
D3,normal,advanced,D3-Q041,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q042,conditional_exception,3,3,1.0,112
D3,normal,advanced,D3-Q043,list_membership,1,1,1.0,112
D3,normal,advanced,D3-Q044,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q045,negation,1,1,1.0,112
D3,normal,advanced,D3-Q046,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q047,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q048,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q049,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q050,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q051,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q052,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q053,procedural,2,2,1.0,112
D3,normal,advanced,D3-Q054,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q055,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q056,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q057,exact_fact,2,2,1.0,112
D3,normal,advanced,D3-Q058,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q059,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q060,negation,1,1,1.0,112
D3,normal,advanced,D3-Q061,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q062,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q063,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q064,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q065,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q066,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q067,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q068,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q069,negation,1,1,1.0,112
D3,normal,advanced,D3-Q070,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q071,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q072,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q073,list_membership,3,3,1.0,112
D3,normal,advanced,D3-Q074,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q075,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q076,list_membership,1,1,1.0,112
D3,normal,advanced,D3-Q077,procedural,2,2,1.0,112
D3,normal,advanced,D3-Q078,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q079,procedural,2,2,1.0,112
D3,normal,advanced,D3-Q080,conditional_exception,9,9,1.0,112
D3,normal,advanced,D3-Q081,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q082,negative_query,1,1,1.0,112
D3,normal,advanced,D3-Q083,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q084,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q085,list_membership,7,7,1.0,112
D3,normal,advanced,D3-Q086,negation,1,1,1.0,112
D3,normal,advanced,D3-Q087,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q088,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q089,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q090,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q091,list_membership,6,6,1.0,112
D3,normal,advanced,D3-Q092,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q093,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q094,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q095,negation,2,2,1.0,112
D3,normal,advanced,D3-Q096,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q097,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q098,negation,1,1,1.0,112
D3,normal,advanced,D3-Q099,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q100,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q101,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q102,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q103,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q104,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q105,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q106,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q107,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q108,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q109,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q110,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q111,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q112,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q113,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q114,negation,1,1,1.0,112
D3,normal,advanced,D3-Q115,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q116,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q117,numerical,4,4,1.0,112
D3,normal,advanced,D3-Q118,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q119,negation,1,1,1.0,112
D3,normal,advanced,D3-Q120,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q121,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q122,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q123,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q124,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q125,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q126,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q127,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q128,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q129,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q130,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q131,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q132,conditional_exception,2,2,1.0,112
D3,normal,advanced,D3-Q133,conditional_exception,2,2,1.0,112
D3,normal,advanced,D3-Q134,negation,1,1,1.0,112
D3,normal,advanced,D3-Q135,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q136,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q137,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q138,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q139,list_membership,4,4,1.0,112
D3,normal,advanced,D3-Q140,negation,1,1,1.0,112
D3,normal,advanced,D3-Q141,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q142,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q143,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q144,negation,2,2,1.0,112
D3,normal,advanced,D3-Q145,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q146,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q147,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q148,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q149,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q150,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q151,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q152,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q153,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q154,list_membership,2,2,1.0,112
D3,normal,advanced,D3-Q155,negation,1,1,1.0,112
D3,normal,advanced,D3-Q156,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q157,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q158,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q159,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q160,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q161,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q162,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q163,list_membership,1,1,1.0,112
D3,normal,advanced,D3-Q164,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q165,negation,3,3,1.0,112
D3,normal,advanced,D3-Q166,list_membership,1,1,1.0,112
D3,normal,advanced,D3-Q167,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q168,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q169,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q170,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q171,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q172,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q173,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q174,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q175,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q176,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q177,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q178,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q179,negation,1,1,1.0,112
D3,normal,advanced,D3-Q180,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q181,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q182,temporal,1,1,1.0,112
D3,normal,advanced,D3-Q183,list_membership,3,3,1.0,112
D3,normal,advanced,D3-Q184,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q185,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q186,negation,1,1,1.0,112
D3,normal,advanced,D3-Q187,procedural,1,1,1.0,112
D3,normal,advanced,D3-Q188,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q189,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q190,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q191,list_membership,1,1,1.0,112
D3,normal,advanced,D3-Q192,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q193,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q194,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q195,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q196,exact_fact,1,1,1.0,112
D3,normal,advanced,D3-Q197,conditional_exception,1,1,1.0,112
D3,normal,advanced,D3-Q198,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q199,numerical,1,1,1.0,112
D3,normal,advanced,D3-Q200,negation,1,1,1.0,112
D3,context_aware,basic,D3-Q001,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q002,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q003,negation,1,1,1.0,113
D3,context_aware,basic,D3-Q004,conditional_exception,2,2,1.0,113
D3,context_aware,basic,D3-Q005,negative_query,1,1,1.0,113
D3,context_aware,basic,D3-Q006,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q007,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q008,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q009,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q010,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q011,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q012,list_membership,2,2,1.0,113
D3,context_aware,basic,D3-Q013,exact_fact,3,3,1.0,113
D3,context_aware,basic,D3-Q014,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q015,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q016,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q017,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q018,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q019,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q020,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q021,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q022,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q023,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q024,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q025,exact_fact,2,2,1.0,113
D3,context_aware,basic,D3-Q026,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q027,exact_fact,3,3,1.0,113
D3,context_aware,basic,D3-Q028,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q029,exact_fact,3,3,1.0,113
D3,context_aware,basic,D3-Q030,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q031,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q032,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q033,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q034,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q035,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q036,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q037,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q038,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q039,list_membership,5,5,1.0,113
D3,context_aware,basic,D3-Q040,negation,1,1,1.0,113
D3,context_aware,basic,D3-Q041,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q042,conditional_exception,3,3,1.0,113
D3,context_aware,basic,D3-Q043,list_membership,1,1,1.0,113
D3,context_aware,basic,D3-Q044,temporal,1,1,1.0,113
D3,context_aware,basic,D3-Q045,negation,1,1,1.0,113
D3,context_aware,basic,D3-Q046,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q047,numerical,1,1,1.0,113
D3,context_aware,basic,D3-Q048,conditional_exception,1,1,1.0,113
D3,context_aware,basic,D3-Q049,numerical,1,1,1.0,113
D3,context_aware,basic,D3-Q050,procedural,1,1,1.0,113
D3,context_aware,basic,D3-Q051,temporal,1,1,1.0,113
D3,context_aware,basic,D3-Q052,conditional_exception,1,1,1.0,113
D3,context_aware,basic,D3-Q053,procedural,2,2,1.0,113
D3,context_aware,basic,D3-Q054,conditional_exception,1,1,1.0,113
D3,context_aware,basic,D3-Q055,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q056,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q057,exact_fact,2,2,1.0,113
D3,context_aware,basic,D3-Q058,conditional_exception,1,1,1.0,113
D3,context_aware,basic,D3-Q059,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q060,negation,1,1,1.0,113
D3,context_aware,basic,D3-Q061,exact_fact,1,1,1.0,113
D3,context_aware,basic,D3-Q062,exact_fact,1,1,1.0,113
